@400000005e4b95a11a4dc3a0 #v,-,8,2,261786,5,2,4,57,200810261703,0;
@400000005e4b95a2089f561c #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e4b98a63414b829 #d,-,18,3746,2357,1599,714,4,240119,14887,3752,2357,1692,3746,2355,1558,96,99,0,501,3884;
@400000005e4b98a6341df6a7 #d,-,18,3749,2357,1665,715,4,240191,14891,3749,2357,1681,3746,2355,1599,95,99,0,501,3936;
@400000005e4b98a8342d029a #d,-,18,3749,2357,1633,716,4,240229,14894,3749,2357,1671,3749,2355,1633,95,99,0,501,3924;
@400000005e4b98a83436c9ff #d,-,18,3753,2357,1679,717,4,240238,14894,3753,2357,1680,3749,2355,1617,95,99,0,501,3950;
@400000005e4b98aa34466294 #d,-,18,3752,2357,1633,718,4,240276,14897,3753,2357,1682,3752,2355,1620,95,99,0,501,3927;
@400000005e4b98aa34501b12 #d,-,18,3756,2356,1685,720,4,240316,14899,3756,2357,1685,3752,2355,1600,95,99,0,501,3948;
@400000005e4b98ac345fbed4 #d,-,18,3754,2354,1620,721,4,240384,14903,3756,2356,1685,3754,2354,1620,95,99,0,501,3922;
@400000005e4b98ac346905b3 #d,-,18,3757,2355,1677,722,4,240393,14904,3757,2357,1677,3754,2353,1619,95,99,0,501,3946;
@400000005e4b98ae34782ca9 #d,-,18,3756,2355,1631,723,4,240430,14906,3757,2357,1677,3756,2355,1629,95,99,0,501,3931;
@400000005e4b98ae3481f4fc #d,-,18,3760,2353,1685,724,4,240469,14909,3760,2355,1685,3756,2353,1611,95,99,0,501,3946;
@400000005e4b98b03491b006 #d,-,18,3757,2353,1589,725,4,240505,14911,3760,2354,1685,3757,2351,1589,95,99,0,501,3919;
@400000005e4b98b0349b1690 #d,-,18,3755,2352,1673,726,4,240540,14913,3757,2354,1721,3755,2352,1518,96,99,0,501,3896;
@400000005e4b98b234ab088c #d,-,18,3754,2353,1653,727,4,240578,14915,3755,2355,1684,3754,2352,1638,95,99,0,501,3938;
@400000005e4b98b234b46e28 #d,-,18,3754,2355,1656,728,4,240615,14918,3754,2355,1668,3754,2353,1622,95,99,0,501,3922;
@400000005e4b98b434c48388 #d,-,18,3755,2355,1659,729,4,240655,14920,3755,2355,1681,3754,2353,1648,95,99,0,501,3941;
@400000005e4b98b434cdfda0 #d,-,18,3758,2355,1657,730,4,240724,14924,3758,2355,1665,3755,2353,1650,95,99,0,501,3946;
@400000005e4b98b634ddb8aa #d,-,18,3760,2354,1661,731,4,240762,14927,3760,2355,1672,3758,2352,1633,95,99,0,501,3948;
@400000005e4b98b634e71f34 #d,-,18,3761,2355,1659,732,4,240769,14927,3761,2355,1676,3760,2352,1626,95,99,0,501,3931;
@400000005e4b98b834f6f186 #d,-,18,3762,2354,1659,733,4,240808,14930,3762,2355,1672,3761,2353,1635,95,99,0,501,3948;
@400000005e4b98b835004481 #d,-,18,3764,2353,1665,734,4,240846,14932,3764,2355,1669,3762,2353,1648,95,99,0,501,3946;
@400000005e4b98ba350fb23e #d,-,18,3765,2354,1655,735,4,240884,14934,3765,2356,1671,3764,2353,1631,95,99,0,501,3948;
@400000005e4b98ba3519203b #d,-,18,3766,2354,1663,736,4,240923,14937,3766,2356,1666,3765,2353,1649,95,99,0,501,3941;
@400000005e4b98bc3528f28e #d,-,18,3767,2353,1657,737,4,240961,14939,3767,2355,1669,3766,2353,1650,95,99,0,501,3948;
@400000005e4b98bc35322e40 #d,-,18,3768,2354,1665,738,4,240998,14941,3768,2355,1677,3767,2352,1628,95,99,0,501,3943;
@400000005e4b98be35418b3a #d,-,18,3768,2354,1657,739,4,241036,14944,3768,2355,1674,3768,2353,1648,95,99,0,501,3946;
@400000005e4b98be354b4772 #d,-,18,3770,2355,1662,740,4,241104,14948,3770,2355,1666,3768,2352,1649,95,99,0,501,3948;
@400000005e4b98c0355ae77a #d,-,18,3770,2355,1658,742,4,241112,14948,3770,2355,1669,3770,2353,1652,95,99,0,501,3948;
@400000005e4b98c035645577 #d,-,18,3771,2354,1661,743,4,241150,14951,3771,2356,1668,3770,2353,1650,95,99,0,501,3948;
@400000005e4b98c23573f938 #d,-,18,3771,2354,1658,744,4,241188,14953,3771,2356,1668,3771,2354,1653,95,99,0,501,3950;
@400000005e4b98c2357d4879 #d,-,18,3773,2353,1662,745,4,241255,14957,3773,2356,1665,3771,2353,1653,95,99,0,501,3950;
@400000005e4b98c4358c6f6f #d,-,18,3773,2356,1651,746,4,241263,14958,3773,2356,1669,3773,2353,1650,95,99,0,501,3948;
@400000005e4b98c4359627ed #d,-,18,3773,2356,1662,747,4,241299,14960,3773,2356,1674,3773,2354,1626,95,99,0,501,3941;
@400000005e4b98c635a5e6b1 #d,-,18,3773,2355,1655,748,4,241336,14962,3773,2356,1666,3773,2354,1653,95,99,0,501,3948;
@400000005e4b98c635af5956 #d,-,18,3774,2352,1667,749,4,241404,14967,3774,2355,1667,3773,2352,1650,95,99,0,501,3948;
@400000005e4b98c835bf3b7d #d,-,18,3773,2353,1652,750,4,241441,14969,3774,2354,1668,3773,2352,1652,95,99,0,501,3950;
@400000005e4b98c835c899a5 #d,-,18,3775,2353,1667,751,4,241448,14969,3775,2355,1668,3773,2353,1651,95,99,0,501,3950;
@400000005e4b98ca35d7ccb6 #d,-,18,3774,2352,1653,752,4,241485,14972,3775,2354,1667,3774,2352,1650,95,99,0,501,3943;
@400000005e4b98ca35e1941b #d,-,18,3775,2351,1666,753,4,241522,14974,3775,2353,1669,3774,2350,1653,95,99,0,501,3950;
@400000005e4b98cc35f13423 #d,-,18,3775,2353,1643,754,4,241558,14976,3775,2353,1670,3775,2350,1643,95,99,0,501,3946;
@400000005e4b98cc35faa5da #d,-,18,3775,2353,1672,755,4,241594,14978,3775,2353,1675,3775,2351,1634,95,99,0,501,3948;
@400000005e4b98ce360a941c #d,-,18,3774,2354,1651,756,4,241631,14981,3775,2355,1672,3774,2352,1648,95,99,0,501,3936;
@400000005e4b98ce3613f6ec #d,-,18,3774,2354,1669,757,4,241666,14983,3774,2356,1669,3774,2353,1637,95,99,0,501,3950;
@400000005e4b98d036231de2 #d,-,18,3772,2354,1638,758,4,241732,14987,3774,2356,1675,3772,2353,1636,95,99,0,501,3934;
@400000005e4b98d0362cd1b8 #d,-,18,3772,2352,1673,759,4,241738,14987,3772,2355,1675,3772,2352,1632,95,99,0,501,3941;
@400000005e4b98d2363ca4f9 #d,-,18,3772,2352,1654,760,4,241773,14989,3772,2354,1675,3772,2352,1650,95,99,0,501,3941;
@400000005e4b98d236460f3c #d,-,18,3772,2353,1668,761,4,241809,14992,3772,2353,1668,3772,2351,1651,95,99,0,501,3948;
@400000005e4b98d43655d1ba #d,-,18,3772,2350,1655,762,4,241845,14994,3772,2353,1671,3772,2348,1653,95,99,0,501,3943;
@400000005e4b98d4365f1d41 #d,-,18,3773,2350,1669,764,4,241881,14996,3773,2351,1669,3772,2349,1652,95,99,0,501,3948;
@400000005e4b98d6366e962b #d,-,18,3773,2348,1657,765,4,241917,14998,3773,2351,1669,3773,2348,1656,95,99,0,501,3943;
@400000005e4b98d63677fbc6 #d,-,18,3774,2349,1677,766,4,241952,15001,3774,2351,1677,3773,2348,1639,95,99,0,501,3950;
@400000005e4b98d83687b7bf #d,-,18,3773,2349,1653,767,4,241987,15003,3774,2351,1677,3773,2349,1651,95,99,0,501,3936;
@400000005e4b98d836910e73 #d,-,18,3774,2351,1667,768,4,242023,15005,3774,2351,1668,3773,2349,1653,95,99,0,501,3948;
@400000005e4b98da36a07788 #d,-,18,3773,2350,1656,769,4,242059,15007,3774,2351,1668,3773,2348,1655,95,99,0,501,3943;
@400000005e4b98da36aa1c78 #d,-,18,3775,2350,1673,770,4,242094,15009,3775,2350,1675,3773,2349,1640,95,99,0,501,3953;
@400000005e4b98dc36b9d3c8 #d,-,18,3773,2351,1654,771,4,242158,15013,3775,2351,1673,3773,2348,1648,95,99,0,501,3938;
@400000005e4b98dc36c31e61 #d,-,18,3775,2351,1666,772,4,242165,15014,3775,2352,1670,3773,2349,1654,95,99,0,501,3950;
@400000005e4b98de36d0ba75 #d,-,18,3431,2353,1135,773,4,242106,15010,3775,2355,1666,3431,2349,962,90,99,0,501,3784;
@400000005e4b98de36d93eaf #d,-,18,2481,2351,1153,773,4,242030,15005,3431,2353,1166,2481,2351,1123,91,99,0,501,2718;
@400000005e4b98e036e6ee52 #d,-,18,2482,2351,1152,774,4,241954,15001,2482,2353,1156,2481,2351,1151,90,99,0,501,2756;
@400000005e4b98e036ef89d4 #d,-,18,2483,2351,1151,775,4,241906,14998,2483,2353,1156,2482,2351,1151,90,99,0,501,2751;
@400000005e4b98e236fd7423 #d,-,18,2484,2353,1151,775,4,241801,14991,2484,2354,1158,2483,2350,1151,90,99,0,501,2756;
@400000005e4b98e23705ffd0 #d,-,18,2484,2354,1153,776,4,241726,14987,2484,2355,1156,2484,2352,1148,90,99,0,501,2751;
@400000005e4b98e437139f9e #d,-,18,2485,2353,1148,777,4,241649,14982,2485,2354,1156,2484,2351,1148,90,99,0,501,2756;
@400000005e4b98e4371c5623 #d,-,18,2484,2354,1146,777,4,241572,14977,2485,2354,1153,2484,2352,1141,90,99,0,501,2744;
@400000005e4b98e63729bc32 #d,-,18,2482,2354,1145,778,4,241496,14972,2484,2354,1150,2482,2351,1143,90,99,0,501,2742;
@400000005e4b98e637328645 #d,-,18,2480,2353,1141,779,4,241418,14967,2482,2354,1147,2480,2351,1139,90,99,0,501,2734;
@400000005e4b98e8374045bd #d,-,18,2478,2351,1143,780,4,241341,14963,2480,2354,1146,2478,2351,1140,90,99,0,501,2727;
@400000005e4b98e83748c195 #d,-,18,2475,2350,1138,780,4,241263,14958,2478,2352,1144,2475,2350,1136,90,99,0,501,2723;
@400000005e4b98ea375607fb #d,-,18,2472,2351,1146,781,4,241185,14953,2475,2353,1147,2472,2350,1138,90,99,0,501,2720;
@400000005e4b98ea375ee59d #d,-,18,2470,2351,1138,782,4,241107,14948,2472,2352,1146,2470,2349,1138,90,99,0,501,2725;
@400000005e4b98ec376c81b1 #d,-,18,2468,2351,1140,782,4,241030,14943,2470,2353,1143,2468,2351,1136,90,99,0,501,2723;
@400000005e4b98ec37750143 #d,-,18,2466,2350,1136,783,4,240953,14939,2468,2353,1141,2466,2349,1135,90,99,0,501,2720;
@400000005e4b98ee378247a8 #d,-,18,2463,2352,1137,784,4,240874,14934,2466,2352,1138,2463,2349,1131,90,99,0,501,2713;
@400000005e4b98ee378b2190 #d,-,18,2460,2351,1132,784,4,240796,14929,2463,2352,1139,2460,2349,1131,90,99,0,501,2711;
@400000005e4b98f03798ed24 #d,-,18,2457,2352,1137,785,4,240719,14924,2460,2353,1138,2457,2350,1132,90,99,0,501,2708;
@400000005e4b98f037a18044 #d,-,18,2455,2352,1134,786,4,240641,14919,2457,2353,1138,2455,2351,1132,90,99,0,501,2708;
@400000005e4b98f237aeea0e #d,-,18,2453,2353,1137,786,4,240564,14914,2455,2353,1137,2453,2351,1132,90,99,0,501,2711;
@400000005e4b98f237b7b7da #d,-,18,2451,2352,1134,787,4,240514,14911,2453,2354,1140,2451,2351,1132,90,99,0,501,2711;
@400000005e4b98f437c57399 #d,-,18,2449,2351,1136,788,4,240409,14905,2451,2353,1137,2449,2351,1133,90,99,0,501,2708;
@400000005e4b98f437cdf32a #d,-,18,2448,2351,1135,788,4,240332,14900,2449,2353,1138,2448,2351,1133,90,99,0,501,2711;
@400000005e4b98f637dbaee9 #d,-,18,2447,2353,1134,789,4,240256,14895,2448,2353,1140,2447,2350,1134,90,99,0,501,2711;
@400000005e4b98f637e4497d #d,-,18,2445,2353,1129,790,4,240179,14891,2447,2353,1136,2445,2351,1128,90,99,0,501,2711;
@400000005e4b98f837f2053b #d,-,18,2444,2353,1134,790,4,240102,14886,2445,2354,1135,2444,2351,1127,90,99,0,501,2701;
@400000005e4b98f837fa85bb #d,-,18,2442,2352,1131,791,4,240025,14881,2444,2354,1135,2442,2352,1131,90,99,0,501,2704;
@400000005e4b98fa3807d74d #d,-,18,2441,2352,1137,792,4,239949,14876,2442,2354,1137,2441,2351,1130,90,99,0,501,2706;
@400000005e4b98fa381072d0 #d,-,18,2440,2353,1130,792,4,239873,14872,2441,2353,1140,2440,2351,1129,90,99,0,501,2706;
@400000005e4b98fc381ddc99 #d,-,18,2440,2353,1134,793,4,239797,14867,2440,2353,1135,2440,2351,1130,90,99,0,501,2706;
@400000005e4b98fc3826d8f7 #d,-,18,2439,2353,1133,794,4,239721,14862,2440,2354,1135,2439,2352,1129,90,99,0,501,2706;
@400000005e4b98fe38345a09 #d,-,18,2439,2352,1132,794,4,239645,14858,2439,2353,1136,2439,2351,1132,90,99,0,501,2706;
@400000005e4b98fe383ce5b6 #d,-,18,2438,2351,1132,795,4,239598,14855,2439,2354,1135,2438,2350,1129,90,99,0,501,2706;
@400000005e4b9900384a3748 #d,-,18,2438,2353,1131,796,4,239494,14848,2438,2355,1135,2438,2351,1130,90,99,0,501,2704;
@400000005e4b990038534f97 #d,-,18,2437,2356,1130,796,4,239419,14844,2438,2357,1134,2437,2353,1127,90,99,0,501,2701;
@400000005e4b99023860f40c #d,-,18,2436,2354,1130,797,4,239344,14839,2437,2356,1136,2436,2354,1129,89,99,0,501,2708;
@400000005e4b99023869739e #d,-,18,2435,2353,1128,798,4,239296,14836,2436,2356,1133,2435,2353,1125,90,99,0,501,2701;
@400000005e4b99043876ba04 #d,-,18,2433,2356,1128,798,4,239192,14829,2435,2356,1130,2433,2353,1122,90,99,0,501,2694;
@400000005e4b9904387fc27d #d,-,18,2431,2355,1127,799,4,239116,14825,2433,2357,1131,2431,2354,1125,90,99,0,501,2692;
@400000005e4b990638905d0b #d,-,18,2430,2356,1133,800,4,239041,14820,2431,2357,1133,2430,2354,1122,90,99,0,501,2697;
@400000005e4b99063899f5e0 #d,-,18,2428,2354,1549,801,4,239013,14818,2430,2357,1549,2428,2353,1125,90,99,0,501,2694;
@400000005e4b990838ab3bcb #d,-,18,3108,2352,1659,802,4,239004,14818,3108,2354,1660,2428,2350,1481,95,99,0,501,3246;
@400000005e4b990838b506ea #d,-,18,3655,2353,1604,802,4,239034,14820,3655,2353,1659,3108,2350,1604,95,99,0,501,3810;
@400000005e4b990a38c4ab9a #d,-,18,3709,2354,1648,803,4,239065,14822,3709,2355,1650,3655,2352,1599,95,99,0,501,3879;
@400000005e4b990a38ce9a1c #d,-,18,3645,2355,1602,804,4,239120,14825,3709,2355,1682,3645,2352,1530,94,99,0,501,3844;
@400000005e4b990c38def9fe #d,-,18,3723,2353,1649,805,4,239151,14827,3723,2355,1654,3645,2353,1589,96,99,0,501,3872;
@400000005e4b990c38e8add5 #d,-,18,3653,2354,1626,806,5,239151,14827,3723,2355,1700,3653,2352,1487,94,99,0,501,3865;
@400000005e4b990e38f91c9d #d,-,18,3658,2354,1631,807,5,239180,14829,3658,2355,1661,3653,2352,1578,95,99,0,501,3837;
@400000005e4b990e39028b89 #d,-,18,3664,2351,1645,809,5,239239,14832,3664,2354,1655,3658,2351,1609,94,99,0,501,3889;
@400000005e4b99103913638f #d,-,18,3669,2351,1613,810,5,239241,14832,3669,2354,1659,3664,2351,1594,94,99,0,501,3872;
@400000005e4b9910391cca18 #d,-,18,3674,2353,1653,811,5,239273,14834,3674,2354,1663,3669,2351,1594,94,99,0,501,3893;
@400000005e4b9912392cfe35 #d,-,18,3676,2354,1617,812,5,239303,14836,3676,2354,1673,3674,2352,1583,95,99,0,501,3863;
@400000005e4b991239367fc1 #d,-,18,3737,2354,1669,813,5,239362,14840,3737,2355,1676,3676,2353,1575,95,99,0,501,3912;
@400000005e4b9914394715a7 #d,-,18,3730,2355,1478,814,5,239361,14840,3737,2355,1669,3730,2351,1478,96,99,0,501,3865;
@400000005e4b99143950d687 #d,-,18,3677,2352,1667,815,5,239391,14842,3730,2356,1723,3677,2352,1446,95,99,0,501,3846;
@400000005e4b991639610e5d #d,-,18,3677,2353,1649,816,5,239422,14844,3677,2355,1698,3677,2352,1524,94,99,0,501,3884;
@400000005e4b9916396a58f6 #d,-,18,3681,2353,1620,817,5,239452,14846,3681,2355,1664,3677,2353,1601,95,99,0,501,3867;
@400000005e4b99183979edd1 #d,-,18,3688,2353,1649,818,5,239484,14848,3688,2354,1667,3681,2352,1603,94,99,0,501,3910;
@400000005e4b99183983b536 #d,-,18,3690,2354,1615,819,5,239515,14849,3690,2355,1658,3688,2352,1606,95,99,0,501,3884;
@400000005e4b991a3993de25 #d,-,18,3747,2353,1690,820,5,239547,14851,3747,2354,1697,3690,2351,1544,95,99,0,501,3919;
@400000005e4b991a399d34da #d,-,18,3673,2353,1601,821,5,239577,14853,3747,2353,1690,3673,2351,1574,95,99,0,501,3858;
@400000005e4b991c39afcafa #d,-,18,3757,2352,1676,822,5,239610,14855,3757,2353,1676,3673,2351,1599,95,99,0,501,3922;
@400000005e4b991c39bb2d16 #d,-,18,3752,2353,1583,823,5,239641,14857,3757,2353,1676,3752,2350,1583,96,99,0,501,3901;
@400000005e4b991e39ccb168 #d,-,18,3747,2351,1666,824,5,239670,14859,3752,2353,1717,3747,2349,1498,96,99,0,501,3870;
@400000005e4b991e39d60f8f #d,-,18,3743,2351,1649,825,5,239703,14861,3747,2352,1678,3743,2350,1610,95,99,0,501,3908;
@400000005e4b992039e5d6b5 #d,-,18,3742,2350,1646,826,5,239733,14863,3743,2353,1662,3742,2350,1606,95,99,0,501,3901;
@400000005e4b992039efa2c2 #d,-,18,3740,2349,1659,827,5,239766,14865,3742,2352,1675,3740,2349,1604,95,99,0,501,3908;
@400000005e4b992239ffc709 #d,-,18,3739,2349,1635,828,5,239797,14867,3740,2351,1679,3739,2349,1604,95,99,0,501,3896;
@400000005e4b99223a094122 #d,-,18,3741,2349,1661,829,5,239832,14869,3741,2351,1683,3739,2348,1624,95,99,0,501,3934;
@400000005e4b99243a19a4bd #d,-,18,3741,2347,1633,830,5,239863,14871,3741,2350,1677,3741,2347,1616,95,99,0,501,3908;
@400000005e4b99243a22fa83 #d,-,18,3743,2347,1670,831,5,239897,14873,3743,2350,1684,3741,2347,1604,95,99,0,501,3931;
@400000005e4b99263a329318 #d,-,18,3741,2345,1599,832,5,239953,14877,3743,2349,1681,3741,2345,1594,96,99,0,501,3896;
@400000005e4b99263a3c4335 #d,-,18,3742,2347,1727,833,5,239957,14877,3742,2350,1727,3741,2345,1504,95,99,0,501,3922;
@400000005e4b99283a4c9341 #d,-,18,3657,2349,1631,834,5,239987,14879,3742,2349,1727,3657,2346,1561,94,99,0,501,3855;
@400000005e4b99283a561114 #d,-,18,3771,2349,1657,835,5,240019,14881,3771,2349,1675,3657,2347,1618,96,99,0,501,3919;
@400000005e4b992a3a6658bf #d,-,18,3713,2348,1652,836,5,240050,14883,3771,2349,1710,3713,2346,1538,95,99,0,501,3908;
@400000005e4b992a3a6fb32d #d,-,18,3713,2348,1647,837,5,240105,14886,3713,2349,1704,3713,2345,1553,96,99,0,501,3860;
@400000005e4b992c3a7f4bc1 #d,-,18,3718,2347,1668,838,5,240112,14886,3718,2348,1680,3713,2346,1615,94,99,0,501,3941;
@400000005e4b992c3a890440 #d,-,18,3717,2348,1498,839,5,240137,14888,3718,2349,1705,3717,2347,1498,95,99,0,501,3872;
@400000005e4b992e3a9909cb #d,-,18,3718,2349,1686,841,5,240168,14890,3718,2351,1724,3717,2348,1497,95,99,0,501,3898;
@400000005e4b992e3aa26bad #d,-,18,3717,2351,1630,842,5,240200,14892,3718,2352,1688,3717,2349,1627,95,99,0,501,3891;
@400000005e4b99303ab284c7 #d,-,18,3721,2352,1667,843,5,240258,14896,3721,2352,1676,3717,2350,1612,95,99,0,501,3915;
@400000005e4b99303abbe3dd #d,-,18,3720,2352,1648,844,5,240263,14896,3721,2353,1701,3720,2350,1566,95,99,0,501,3912;
@400000005e4b99323acb83e5 #d,-,18,3726,2351,1659,845,5,240293,14898,3726,2352,1688,3720,2349,1603,95,99,0,501,3908;
@400000005e4b99323ad54790 #d,-,18,3729,2352,1660,846,5,240327,14900,3729,2352,1691,3726,2350,1613,94,99,0,501,3936;
@400000005e4b99343ae55937 #d,-,18,3733,2351,1655,847,5,240359,14902,3733,2352,1678,3729,2350,1626,95,99,0,501,3922;
@400000005e4b99343aeebb19 #d,-,18,3737,2352,1662,848,5,240419,14906,3737,2352,1678,3733,2349,1636,94,99,0,501,3943;
@400000005e4b99363afec45e #d,-,18,3740,2351,1644,849,5,240424,14906,3740,2352,1679,3737,2350,1618,95,99,0,501,3922;
@400000005e4b99363b081b12 #d,-,18,3742,2351,1673,850,5,240456,14908,3742,2352,1692,3740,2350,1589,95,99,0,501,3938;
@400000005e4b99383b17e9ab #d,-,18,3743,2350,1656,851,5,240489,14910,3743,2351,1674,3742,2348,1636,95,99,0,501,3915;
@400000005e4b99383b2196fd #d,-,18,3746,2349,1667,852,5,240547,14913,3746,2351,1671,3743,2348,1633,95,99,0,501,3943;
@400000005e4b993a3b316d09 #d,-,18,3747,2351,1656,853,5,240553,14914,3747,2351,1674,3746,2348,1628,95,99,0,501,3917;
@400000005e4b993a3b3ae367 #d,-,18,3750,2352,1669,854,5,240586,14916,3750,2352,1674,3747,2348,1634,95,99,0,501,3946;
@400000005e4b993c3b4af420 #d,-,18,3748,2353,1631,855,5,240616,14918,3750,2353,1687,3748,2351,1589,95,99,0,501,3905;
@400000005e4b993c3b544361 #d,-,18,3751,2353,1661,856,5,240649,14920,3751,2353,1673,3748,2350,1631,95,99,0,501,3943;
@400000005e4b993e3b63ac76 #d,-,18,3753,2350,1654,857,5,240707,14923,3753,2353,1661,3751,2350,1653,95,99,0,501,3938;
@400000005e4b993e3b6d7ff7 #d,-,18,3755,2352,1663,858,5,240714,14924,3755,2353,1663,3753,2349,1653,95,99,0,501,3941;
@400000005e4b99403b7db501 #d,-,18,3757,2352,1656,859,5,240746,14926,3757,2354,1664,3755,2351,1651,95,99,0,501,3938;
@400000005e4b99403b8716e3 #d,-,18,3759,2352,1659,860,5,240779,14928,3759,2354,1660,3757,2352,1652,95,99,0,501,3943;
@400000005e4b99423b97288a #d,-,18,3760,2354,1643,861,5,240810,14930,3760,2355,1662,3759,2352,1633,95,99,0,501,3936;
@400000005e4b99430005b096 #d,-,18,3760,2354,1659,862,5,240843,14932,3760,2354,1670,3760,2351,1643,95,99,0,501,3938;
@400000005e4b994500151a9a #d,-,18,3761,2352,1655,863,5,240875,14934,3761,2354,1663,3760,2351,1650,95,99,0,501,3936;
@400000005e4b9945001ede45 #d,-,18,3762,2353,1659,865,5,240907,14936,3762,2354,1661,3761,2350,1653,95,99,0,501,3941;
@400000005e4b9947002ee3d1 #d,-,18,3762,2351,1644,866,5,240937,14938,3762,2354,1668,3762,2351,1633,95,99,0,501,3929;
@400000005e4b9947003846a1 #d,-,18,3762,2352,1664,867,5,240995,14941,3762,2354,1674,3762,2351,1630,95,99,0,501,3941;
@400000005e4b9949004c918b #d,-,18,3761,2351,1651,868,5,241026,14943,3762,2353,1668,3761,2351,1636,95,99,0,501,3924;
@400000005e4b9949005718cb #d,-,18,3761,2351,1661,869,5,241032,14943,3761,2352,1670,3761,2350,1627,95,99,0,501,3938;
@400000005e4b994b0067e95d #d,-,18,3761,2350,1656,870,5,241063,14945,3761,2351,1664,3761,2349,1650,95,99,0,501,3927;
@400000005e4b994b007143cc #d,-,18,3762,2351,1659,871,5,241095,14947,3762,2352,1663,3761,2349,1652,95,99,0,501,3938;
@400000005e4b994d0080fb1c #d,-,18,3763,2350,1659,872,5,241126,14949,3763,2353,1661,3762,2350,1652,95,99,0,501,3938;
@400000005e4b994d008ab754 #d,-,18,3763,2350,1660,873,5,241157,14951,3763,2352,1664,3763,2350,1652,95,99,0,501,3941;
@400000005e4b994f009ac541 #d,-,18,3763,2351,1657,874,5,241188,14953,3763,2352,1670,3763,2350,1631,95,99,0,501,3927;
@400000005e4b994f00a436f8 #d,-,18,3763,2352,1660,875,5,241220,14955,3763,2352,1662,3763,2350,1655,95,99,0,501,3941;
@400000005e4b995100b463a1 #d,-,18,3764,2352,1649,876,5,241250,14957,3764,2353,1664,3763,2350,1636,95,99,0,501,3938;
@400000005e4b995100bda6c6 #d,-,18,3764,2352,1663,877,5,241282,14959,3764,2353,1668,3764,2350,1649,95,99,0,501,3934;
@400000005e4b995300ccf893 #d,-,18,3763,2354,1647,878,5,241311,14961,3764,2355,1671,3763,2352,1626,95,99,0,501,3929;
@400000005e4b995300d6b112 #d,-,18,3763,2353,1660,879,5,241342,14963,3763,2354,1675,3763,2352,1624,95,99,0,501,3938;
@400000005e4b995500e6cde5 #d,-,18,3763,2354,1654,880,5,241373,14965,3763,2354,1663,3763,2352,1648,95,99,0,501,3929;
@400000005e4b995500f030b5 #d,-,18,3763,2354,1657,881,5,241404,14967,3763,2355,1668,3763,2353,1630,95,99,0,501,3941;
@400000005e4b99570100af53 #d,-,18,3763,2354,1647,882,5,241433,14968,3763,2355,1662,3763,2351,1634,95,99,0,501,3929;
@400000005e4b99570109f633 #d,-,18,3762,2355,1659,883,5,241464,14970,3763,2355,1673,3762,2352,1632,95,99,0,501,3936;
@400000005e4b9959011947ff #d,-,18,3763,2353,1657,884,5,241495,14972,3763,2355,1662,3762,2352,1647,95,99,0,501,3934;
@400000005e4b99590122a9e1 #d,-,18,3764,2355,1656,885,5,241526,14974,3764,2355,1660,3763,2352,1651,95,99,0,501,3941;
@400000005e4b995b0132d2d0 #d,-,18,3764,2355,1660,886,5,241582,14978,3764,2355,1660,3764,2353,1650,95,99,0,501,3938;
@400000005e4b995b013c3d13 #d,-,18,3765,2354,1661,888,5,241587,14978,3765,2355,1661,3764,2352,1654,95,99,0,501,3941;
@400000005e4b995d014c8d20 #d,-,18,3765,2351,1657,889,5,241617,14980,3765,2355,1661,3765,2351,1651,95,99,0,501,3941;
@400000005e4b995d0155e78e #d,-,18,3765,2353,1655,890,5,241648,14982,3765,2353,1661,3765,2351,1650,95,99,0,501,3941;
@400000005e4b995f01653d15 #d,-,18,3766,2352,1657,891,5,241678,14984,3766,2354,1662,3765,2351,1634,95,99,0,501,3936;
@400000005e4b995f016f206a #d,-,18,3764,2352,1654,892,5,241708,14985,3766,2354,1672,3764,2351,1626,95,99,0,501,3931;
@400000005e4b9961017f50cd #d,-,18,3764,2353,1656,893,5,241737,14987,3764,2355,1663,3764,2352,1633,95,99,0,501,3927;
@400000005e4b99610188c284 #d,-,18,3764,2355,1657,894,5,241767,14989,3764,2355,1662,3764,2353,1651,95,99,0,501,3936;
@400000005e4b99630198f3d5 #d,-,18,3763,2354,1657,895,5,241795,14991,3764,2355,1667,3763,2353,1626,95,99,0,501,3929;
@400000005e4b996301a25970 #d,-,18,3762,2356,1652,896,5,241825,14993,3763,2356,1669,3762,2353,1631,95,99,0,501,3934;
@400000005e4b996501b21922 #d,-,18,3762,2355,1655,897,5,241879,14996,3762,2356,1661,3762,2352,1628,95,99,0,501,3931;
@400000005e4b996501bc0031 #d,-,18,3762,2355,1655,898,5,241884,14996,3762,2356,1669,3762,2353,1647,95,99,0,501,3931;
@400000005e4b996701ccff55 #d,-,18,3762,2354,1660,899,5,241914,14998,3762,2355,1661,3762,2353,1648,95,99,0,501,3936;
@400000005e4b996701d68943 #d,-,18,3762,2355,1653,900,5,241943,15000,3762,2355,1669,3762,2353,1630,95,99,0,501,3938;
@400000005e4b996901e699fb #d,-,18,3763,2354,1657,901,5,241997,15003,3763,2355,1662,3762,2353,1629,95,99,0,501,3934;
@400000005e4b996901efb603 #d,-,18,3757,2357,1203,902,5,241942,15000,3763,2358,1668,3757,2352,1019,95,99,0,501,3924;
