@400000005e56c4c82302d486 #v,-,8,1,65178,5,2,4,57,200810261703,0;
@400000005e56c4c9116687ca #h,-,18,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,Hz,VA;
@400000005e56c7ce0156e4e0 #d,-,18,3742,2371,1573,743,4,249382,15461,3745,2373,1586,3742,2369,1554,100,100,0,500,3742;
@400000005e56c7d001622fb4 #d,-,18,3741,2373,1579,744,4,249406,15463,3742,2373,1584,3741,2371,1573,99,100,0,500,3755;
@400000005e56c7d0016dc508 #d,-,18,3739,2373,1609,745,4,249431,15464,3741,2374,1609,3739,2371,1576,99,100,0,500,3751;
@400000005e56c7d2017f7077 #d,-,18,3742,2374,1578,746,4,249456,15466,3742,2374,1610,3739,2371,1572,98,100,0,500,3787;
@400000005e56c7d2018a5d3a #d,-,18,3737,2374,1533,747,4,249472,15467,3742,2374,1579,3737,2372,1522,100,100,0,500,3737;
@400000005e56c7d4019b9ac4 #d,-,18,3614,2374,1534,748,4,249517,15470,3737,2374,1535,3614,2372,1530,99,100,0,500,3637;
@400000005e56c7d401a6703e #d,-,18,3614,2373,1530,749,4,249498,15468,3614,2374,1535,3614,2371,1530,99,100,0,500,3643;
@400000005e56c7d601b46a63 #d,-,18,3615,2373,1557,750,4,249512,15469,3615,2374,1557,3614,2371,1530,99,100,0,500,3639;
@400000005e56c7d601bfb17c #d,-,18,3618,2372,1533,751,4,249526,15470,3618,2374,1562,3615,2372,1529,98,100,0,500,3662;
@400000005e56c7d801ce7e1b #d,-,18,3617,2373,1525,752,4,249537,15471,3618,2374,1533,3617,2372,1520,99,100,0,500,3639;
@400000005e56c7d801d9adec #d,-,18,3615,2371,1527,753,4,249549,15472,3617,2374,1527,3615,2371,1524,99,100,0,500,3623;
@400000005e56c7da01ea33fd #d,-,18,3613,2373,1511,754,4,249559,15472,3615,2374,1527,3613,2371,1511,99,100,0,500,3627;
@400000005e56c7da01f4dae7 #d,-,18,3514,2372,1452,755,4,249555,15472,3613,2375,1511,3514,2372,1427,98,100,0,500,3556;
@400000005e56c7dc0209f581 #d,-,18,3445,2374,1383,756,4,249545,15471,3514,2375,1490,3445,2372,1379,99,100,0,500,3468;
@400000005e56c7dc02172858 #d,-,18,3277,2374,1366,757,4,249528,15470,3445,2375,1409,3277,2373,1366,98,100,0,500,3319;
@400000005e56c7de0224d087 #d,-,18,3457,2375,1125,758,4,249537,15471,3457,2376,1608,3277,2372,1125,99,100,0,500,3467;
@400000005e56c7de022b3c50 #d,-,18,2737,2375,1126,759,4,249424,15464,3457,2377,1152,2737,2374,1046,95,100,0,500,2865;
@400000005e56c7e0023a0d97 #d,-,18,2493,2375,1099,759,4,249340,15459,2737,2377,1166,2493,2374,1017,98,100,0,500,2543;
@400000005e56c7e002442337 #d,-,18,2665,2376,1187,760,4,249273,15454,2665,2377,1202,2493,2374,1077,99,100,0,500,2669;
@400000005e56c7e20253cba1 #d,-,18,2774,2376,1198,761,4,249241,15452,2774,2376,1198,2665,2374,1165,98,100,0,500,2813;
@400000005e56c7e2025d8b92 #d,-,18,2774,2376,1181,762,4,249145,15447,2774,2377,1198,2774,2373,1171,98,100,0,500,2813;
@400000005e56c7e4026d37b6 #d,-,18,2776,2376,1185,762,4,249084,15443,2776,2377,1193,2774,2375,1181,98,100,0,500,2813;
@400000005e56c7e40276305a #d,-,18,2777,2376,1178,763,4,249021,15439,2777,2377,1185,2776,2375,1178,98,100,0,500,2824;
@400000005e56c7e60285b471 #d,-,18,2780,2377,1172,764,4,248961,15435,2780,2377,1210,2777,2375,1171,98,100,0,500,2828;
@400000005e56c7e6028f9053 #d,-,18,2779,2377,1177,765,4,248928,15433,2780,2377,1178,2779,2374,1172,98,100,0,500,2810;
@400000005e56c7e8029f27f9 #d,-,18,2778,2375,1175,765,4,248834,15427,2779,2377,1177,2778,2375,1175,99,100,0,500,2801;
@400000005e56c7e802a8c92f #d,-,18,2776,2375,1177,766,4,248771,15423,2778,2377,1178,2776,2374,1175,99,100,0,500,2799;
@400000005e56c7ea02b90d21 #d,-,18,2775,2375,1175,767,4,248708,15419,2776,2376,1178,2775,2374,1175,99,100,0,500,2801;
@400000005e56c7ea02c2970e #d,-,18,2777,2374,1168,768,4,248678,15418,2777,2376,1207,2775,2374,1168,98,100,0,500,2812;
@400000005e56c7ec02d1ae2f #d,-,18,2776,2376,1177,768,4,248584,15412,2777,2376,1178,2776,2374,1168,98,100,0,500,2813;
@400000005e56c7ec02db5a92 #d,-,18,2775,2376,1176,769,4,248522,15408,2776,2376,1177,2775,2374,1175,99,100,0,500,2799;
@400000005e56c7ee02eb4c8e #d,-,18,2773,2375,1176,770,4,248459,15404,2775,2376,1177,2773,2374,1175,99,100,0,500,2801;
@400000005e56c7ee02f4f8f1 #d,-,18,2773,2376,1176,771,4,248428,15402,2773,2376,1177,2773,2374,1175,99,100,0,500,2797;
@400000005e56c7f0030521e1 #d,-,18,2773,2375,1173,772,4,248368,15398,2773,2377,1206,2773,2374,1173,98,100,0,500,2806;
@400000005e56c7f0030e9fb3 #d,-,18,2774,2375,1175,772,4,248275,15393,2774,2377,1177,2773,2374,1168,98,100,0,500,2819;
@400000005e56c7f2031e189d #d,-,18,2773,2374,1175,773,4,248213,15389,2774,2376,1177,2773,2374,1175,99,100,0,500,2799;
@400000005e56c7f20327ec1e #d,-,18,2772,2374,1176,774,4,248151,15385,2773,2376,1177,2772,2374,1175,99,100,0,500,2797;
@400000005e56c7f4033885be #d,-,18,2771,2374,1174,775,4,248120,15383,2772,2376,1176,2771,2373,1174,98,100,0,500,2799;
@400000005e56c7f403432534 #d,-,18,2771,2376,1182,775,4,248031,15377,2771,2376,1205,2771,2373,1173,98,100,0,500,2799;
@400000005e56c7f60353e238 #d,-,18,2773,2377,1174,776,4,247969,15374,2773,2378,1182,2771,2376,1167,98,100,0,500,2822;
@400000005e56c7f6035e522f #d,-,18,2772,2378,1174,777,4,247908,15370,2773,2379,1175,2772,2376,1173,99,100,0,500,2797;
@400000005e56c7f8036ee815 #d,-,18,2771,2378,1174,778,4,247847,15366,2772,2380,1174,2771,2377,1173,99,100,0,500,2797;
@400000005e56c7f80379dc4b #d,-,18,2770,2377,1173,778,4,247816,15364,2771,2379,1175,2770,2376,1173,99,100,0,500,2797;
@400000005e56c7fa038b0aee #d,-,18,2983,2376,1405,779,4,247774,15362,2983,2378,1495,2770,2375,1173,100,100,0,500,2983;
@400000005e56c7fa03967cdf #d,-,18,3650,2374,1647,780,4,247812,15364,3650,2377,1698,2983,2374,1378,100,100,0,500,3650;
@400000005e56c7fc03a8470a #d,-,18,3919,2375,1679,782,4,247854,15367,3919,2376,1679,3650,2374,1647,99,100,0,500,3947;
@400000005e56c7fc03b5d7f1 #d,-,18,3922,2375,1663,783,4,247897,15369,3922,2377,1679,3919,2374,1658,98,100,0,500,3974;
@400000005e56c7fe03c86a58 #d,-,18,3923,2374,1664,784,4,247969,15374,3923,2377,1672,3922,2374,1644,99,100,0,500,3945;
@400000005e56c7fe03d50472 #d,-,18,3925,2375,1694,785,4,247983,15375,3925,2377,1694,3923,2373,1657,99,100,0,500,3960;
@400000005e56c80003e69125 #d,-,18,3930,2374,1666,786,4,248026,15377,3930,2376,1694,3925,2373,1655,98,100,0,500,3988;
@400000005e56c80003f273c6 #d,-,18,3931,2374,1664,787,4,248068,15380,3931,2375,1676,3930,2372,1652,99,100,0,500,3954;
@400000005e56c8020402bb71 #d,-,18,3931,2375,1631,788,4,248105,15382,3931,2376,1673,3931,2374,1626,99,100,0,500,3960;
@400000005e56c802040c8b38 #d,-,18,3853,2374,1631,789,4,248170,15386,3931,2376,1632,3853,2374,1628,99,100,0,500,3876;
@400000005e56c804041cacb4 #d,-,18,3853,2374,1663,790,4,248207,15388,3853,2376,1663,3853,2374,1629,99,100,0,500,3881;
@400000005e56c80404264cfc #d,-,18,3857,2375,1630,791,4,248212,15389,3857,2377,1663,3853,2374,1623,98,100,0,500,3908;
@400000005e56c8060436c7e0 #d,-,18,3858,2377,1632,792,4,248248,15391,3858,2377,1643,3857,2375,1629,99,100,0,500,3881;
@400000005e56c8060440f971 #d,-,18,3859,2376,1633,793,4,248282,15393,3859,2377,1633,3858,2375,1629,99,100,0,500,3888;
@400000005e56c808045079ce #d,-,18,3860,2376,1601,794,4,248316,15395,3860,2377,1637,3859,2374,1601,99,100,0,500,3887;
@400000005e56c808045b0d29 #d,-,18,3855,2376,1658,796,4,248380,15399,3860,2376,1658,3855,2374,1595,100,100,0,500,3855;
@400000005e56c80a046ba310 #d,-,18,3861,2376,1641,797,4,248388,15400,3861,2377,1662,3855,2375,1640,98,100,0,500,3922;
@400000005e56c80a0475d85a #d,-,18,3863,2376,1639,798,4,248423,15402,3863,2377,1641,3861,2374,1632,99,100,0,500,3896;
@400000005e56c80c0485f52e #d,-,18,3864,2375,1636,799,4,248459,15404,3864,2377,1640,3863,2375,1636,99,100,0,500,3899;
@400000005e56c80c048fb9c8 #d,-,18,3866,2374,1633,800,4,248525,15408,3866,2376,1641,3864,2374,1633,99,100,0,500,3899;
@400000005e56c80e049f3a25 #d,-,18,3868,2374,1659,801,4,248562,15410,3868,2376,1659,3866,2373,1631,99,100,0,500,3899;
@400000005e56c80e04a9b9f1 #d,-,18,3920,2375,1642,802,4,248570,15411,3920,2377,1672,3868,2374,1634,99,100,0,500,3944;
@400000005e56c81004b9fa29 #d,-,18,3915,2376,1641,803,4,248607,15413,3920,2377,1645,3915,2375,1641,100,100,0,500,3915;
@400000005e56c81004c3b1b9 #d,-,18,3911,2375,1640,804,4,248643,15415,3915,2377,1642,3911,2375,1640,100,100,0,500,3911;
@400000005e56c81204d444d4 #d,-,18,3908,2374,1639,805,4,248708,15419,3911,2377,1642,3908,2374,1638,100,100,0,500,3908;
@400000005e56c81204de46e6 #d,-,18,3904,2378,1649,806,5,248715,15420,3908,2378,1649,3904,2374,1639,100,100,0,500,3904;
@400000005e56c81404eebe10 #d,-,18,3907,2377,1642,807,5,248753,15422,3907,2378,1675,3904,2375,1637,99,100,0,500,3942;
@400000005e56c81404f89cbe #d,-,18,3905,2378,1644,808,5,248789,15424,3907,2378,1646,3905,2375,1642,99,100,0,500,3912;
@400000005e56c81605092777 #d,-,18,3903,2374,1644,809,5,248855,15429,3905,2378,1645,3903,2374,1643,99,100,0,500,3912;
@400000005e56c81605147d77 #d,-,18,3901,2379,1142,811,5,248823,15427,3903,2379,1645,3901,2374,1142,99,100,0,500,3912;
@400000005e56c81805260de4 #d,-,18,2798,2378,1173,811,5,248759,15423,3901,2380,1207,2798,2378,1070,94,100,0,500,2951;
@400000005e56c8180530c3b5 #d,-,18,2795,2380,1003,812,5,248682,15418,2798,2380,1200,2795,2377,1003,98,100,0,500,2829;
@400000005e56c81a054146fb #d,-,18,2317,2381,943,813,5,248579,15411,2795,2381,1003,2317,2379,943,97,100,0,500,2388;
@400000005e56c81a054b0aa6 #d,-,18,2212,2382,933,813,5,248471,15405,2317,2382,943,2212,2378,933,97,100,0,500,2265;
@400000005e56c81c055aa33b #d,-,18,2210,2381,959,814,5,248367,15398,2212,2382,967,2210,2379,933,98,100,0,500,2242;
@400000005e56c81c0564473c #d,-,18,2214,2381,940,814,5,248261,15392,2214,2381,959,2210,2379,937,96,100,0,500,2287;
@400000005e56c81e05734bbc #d,-,18,2215,2380,940,815,5,248158,15385,2215,2381,971,2214,2377,940,98,100,0,500,2260;
@400000005e56c81e057dc326 #d,-,18,2215,2381,941,816,5,248052,15379,2215,2381,948,2215,2378,940,97,100,0,500,2265;
@400000005e56c820058dacc1 #d,-,18,2214,2378,941,816,5,247975,15374,2215,2381,946,2214,2375,940,98,100,0,500,2251;
@400000005e56c820059778ce #d,-,18,2212,2378,945,817,5,247841,15366,2214,2378,950,2212,2375,939,98,100,0,500,2248;
@400000005e56c82205a7e023 #d,-,18,2211,2379,942,817,5,247736,15359,2212,2379,947,2211,2377,942,98,100,0,500,2253;
@400000005e56c82205b198a2 #d,-,18,2213,2377,955,818,5,247635,15353,2213,2379,973,2211,2376,941,97,100,0,500,2262;
@400000005e56c82405c14ff2 #d,-,18,2214,2377,945,819,5,247529,15346,2214,2379,955,2213,2377,935,97,100,0,500,2272;
@400000005e56c82405cb7568 #d,-,18,2214,2376,947,819,5,247427,15340,2214,2379,964,2214,2375,939,98,100,0,500,2255;
@400000005e56c82605db6fc6 #d,-,18,2213,2375,941,820,5,247350,15335,2214,2378,947,2213,2375,935,98,100,0,500,2256;
@400000005e56c82605e53ae5 #d,-,18,2212,2376,946,820,5,247217,15327,2213,2377,947,2212,2375,938,98,100,0,500,2248;
@400000005e56c82805f4fa97 #d,-,18,2211,2377,943,821,5,247116,15321,2212,2377,973,2211,2375,941,98,100,0,500,2248;
@400000005e56c82805fe8bf8 #d,-,18,2212,2377,942,822,5,247012,15314,2212,2377,952,2211,2375,932,97,100,0,500,2267;
@400000005e56c82a060d1677 #d,-,18,2210,2376,941,822,5,246911,15308,2212,2377,994,2210,2374,940,98,100,0,500,2246;
@400000005e56c82a06150d21 #d,-,18,2212,2376,944,823,5,246835,15303,2212,2376,946,2210,2374,927,97,100,0,500,2269;
@400000005e56c82c06238500 #d,-,18,2211,2375,944,824,5,246704,15295,2212,2377,944,2211,2373,939,98,100,0,500,2246;
@400000005e56c82c062b8f39 #d,-,18,2210,2375,955,824,5,246603,15289,2211,2376,971,2210,2373,942,98,100,0,500,2246;
@400000005e56c82e063a77c8 #d,-,18,2212,2373,944,825,5,246500,15283,2212,2375,955,2210,2372,938,97,100,0,500,2271;
@400000005e56c82e0644b486 #d,-,18,2210,2373,949,825,5,246398,15276,2212,2375,949,2210,2372,939,98,100,0,500,2240;
@400000005e56c8300654d602 #d,-,18,2208,2374,942,826,5,246324,15272,2210,2375,949,2208,2372,938,98,100,0,500,2246;
@400000005e56c830065ef7be #d,-,18,2208,2374,945,827,5,246222,15265,2208,2376,947,2208,2372,938,98,100,0,500,2246;
Lost connection at /opt/powertools/bin/wattsup1 line 220.
	main::failure('Lost connection') called at /opt/powertools/bin/wattsup1 line 271
	main::recv_msg() called at /opt/powertools/bin/wattsup1 line 504
